,response,context,context/0,context/1,context/2,context/3,context/4,context/5
1440,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu.",Nancy fortalte om en jobb,Kanskje jeg ikke bør bli med.,Du har mye å pakke.,Vi skal dra i morgen.,Ha en fin kveld.,-Jeg blir om du vet navnet mitt.
1441,-Hvor langt?,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu.",Nancy fortalte om en jobb,Kanskje jeg ikke bør bli med.,Du har mye å pakke.,Vi skal dra i morgen.,Ha en fin kveld.
1442,Manhattan.,-Hvor langt?,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu.",Nancy fortalte om en jobb,Kanskje jeg ikke bør bli med.,Du har mye å pakke.,Vi skal dra i morgen.
1443,Og du har tenkt å ta den?,Manhattan.,-Hvor langt?,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu.",Nancy fortalte om en jobb,Kanskje jeg ikke bør bli med.,Du har mye å pakke.
1444,Du sa,Og du har tenkt å ta den?,Manhattan.,-Hvor langt?,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu.",Nancy fortalte om en jobb,Kanskje jeg ikke bør bli med.
1445,at jeg var viktigere enn jobben.,Du sa,Og du har tenkt å ta den?,Manhattan.,-Hvor langt?,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu.",Nancy fortalte om en jobb
1446,"Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.,Du sa,Og du har tenkt å ta den?,Manhattan.,-Hvor langt?,-Men det er et stykke fra Tulsa.,"ved en fin restaurant, Javu."
1447,"meg, ny jobb.","Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.,Du sa,Og du har tenkt å ta den?,Manhattan.,-Hvor langt?,-Men det er et stykke fra Tulsa.
1448,Jeg vil savne denne hånda!,"meg, ny jobb.","Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.,Du sa,Og du har tenkt å ta den?,Manhattan.,-Hvor langt?
1449,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!,"meg, ny jobb.","Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.,Du sa,Og du har tenkt å ta den?,Manhattan.
1450,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!,"meg, ny jobb.","Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.,Du sa,Og du har tenkt å ta den?
1451,Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!,"meg, ny jobb.","Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.,Du sa
1452,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!,"meg, ny jobb.","Nå er det visst gammel jobb,",at jeg var viktigere enn jobben.
1453,er ikke fire dager så lenge.,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!,"meg, ny jobb.","Nå er det visst gammel jobb,"
1454,Jeg får se deg mandag morgen og,er ikke fire dager så lenge.,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!,"meg, ny jobb."
1455,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og,er ikke fire dager så lenge.,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.,Jeg vil savne denne hånda!
1456,Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og,er ikke fire dager så lenge.,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!,Jeg vet det er dårlig gjort.
1457,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og,er ikke fire dager så lenge.,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.,Men det er en unik sjanse!
1458,har vi store problemer.,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og,er ikke fire dager så lenge.,"Hvis man tenker seg om,",Du kunne jo ikke leve uten meg.
1459,Jeg synes du bør ta jobben.,har vi store problemer.,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og,er ikke fire dager så lenge.,"Hvis man tenker seg om,"
1460,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.,har vi store problemer.,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og,er ikke fire dager så lenge.
1461,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.,har vi store problemer.,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag.",Jeg får se deg mandag morgen og
1462,Det er det fineste,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.,har vi store problemer.,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.,"torsdag kveld, jeg jobber sent tirsdag."
1463,noen har sagt til meg.,Det er det fineste,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.,har vi store problemer.,"Hvis ikke vi klarer én dag,",Så det er egentlig bare én dag.
1464,-Hvordan var barnelegen?,noen har sagt til meg.,Det er det fineste,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.,har vi store problemer.,"Hvis ikke vi klarer én dag,"
1465,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?,noen har sagt til meg.,Det er det fineste,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.,har vi store problemer.
1466,Han var virkelig flink.,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?,noen har sagt til meg.,Det er det fineste,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når,Jeg synes du bør ta jobben.
1467,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?,noen har sagt til meg.,Det er det fineste,du begynner å skrike som en ape.,Jeg vet at det er viktig for deg når
1468,-Jeg vet det.,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?,noen har sagt til meg.,Det er det fineste,du begynner å skrike som en ape.
1469,Ross går fremdeles,-Jeg vet det.,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?,noen har sagt til meg.,Det er det fineste
1470,til barnelegen sin!,Ross går fremdeles,-Jeg vet det.,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?,noen har sagt til meg.
1471,Jeg bryr meg ikke.,til barnelegen sin!,Ross går fremdeles,-Jeg vet det.,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.,-Jeg likte ham veldig godt.,-Hvordan var barnelegen?
1472,Er det sant?,Jeg bryr meg ikke.,til barnelegen sin!,Ross går fremdeles,-Jeg vet det.,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.,-Jeg likte ham veldig godt.
1473,Går du til dr. Gettleman?,Er det sant?,Jeg bryr meg ikke.,til barnelegen sin!,Ross går fremdeles,-Jeg vet det.,-Du lovet at du ikke skulle si noe.,Han var virkelig flink.
1474,Han er dyktig på diagnoser.,Går du til dr. Gettleman?,Er det sant?,Jeg bryr meg ikke.,til barnelegen sin!,Ross går fremdeles,-Jeg vet det.,-Du lovet at du ikke skulle si noe.
1475,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.,Går du til dr. Gettleman?,Er det sant?,Jeg bryr meg ikke.,til barnelegen sin!,Ross går fremdeles,-Jeg vet det.
1476,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.,Går du til dr. Gettleman?,Er det sant?,Jeg bryr meg ikke.,til barnelegen sin!,Ross går fremdeles
1477,-Hvorfor det?,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.,Går du til dr. Gettleman?,Er det sant?,Jeg bryr meg ikke.,til barnelegen sin!
1478,Han er flink. Han vet,-Hvorfor det?,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.,Går du til dr. Gettleman?,Er det sant?,Jeg bryr meg ikke.
1479,hvilke sykdommer jeg har hatt.,Han er flink. Han vet,-Hvorfor det?,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.,Går du til dr. Gettleman?,Er det sant?
1480,Og han sier alltid:,hvilke sykdommer jeg har hatt.,Han er flink. Han vet,-Hvorfor det?,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.,Går du til dr. Gettleman?
1481,"Det er jo yndlingspasienten min! """"",Og han sier alltid:,hvilke sykdommer jeg har hatt.,Han er flink. Han vet,-Hvorfor det?,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?,Han er dyktig på diagnoser.
1482,Før han stikker termometeret,"Det er jo yndlingspasienten min! """"",Og han sier alltid:,hvilke sykdommer jeg har hatt.,Han er flink. Han vet,-Hvorfor det?,-Du må gå til en ordentlig lege.,Eller på å plastre au-au-er?
1483,i rumpa på deg?,Før han stikker termometeret,"Det er jo yndlingspasienten min! """"",Og han sier alltid:,hvilke sykdommer jeg har hatt.,Han er flink. Han vet,-Hvorfor det?,-Du må gå til en ordentlig lege.
1484,Jeg vet om noen som tok med,i rumpa på deg?,Før han stikker termometeret,"Det er jo yndlingspasienten min! """"",Og han sier alltid:,hvilke sykdommer jeg har hatt.,Han er flink. Han vet,-Hvorfor det?
1485,suttekluten sin på college.,Jeg vet om noen som tok med,i rumpa på deg?,Før han stikker termometeret,"Det er jo yndlingspasienten min! """"",Og han sier alltid:,hvilke sykdommer jeg har hatt.,Han er flink. Han vet
1486,Det var en veggdekorasjon.,suttekluten sin på college.,Jeg vet om noen som tok med,i rumpa på deg?,Før han stikker termometeret,"Det er jo yndlingspasienten min! """"",Og han sier alltid:,hvilke sykdommer jeg har hatt.
1487,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.,suttekluten sin på college.,Jeg vet om noen som tok med,i rumpa på deg?,Før han stikker termometeret,"Det er jo yndlingspasienten min! """"",Og han sier alltid:
1488,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.,suttekluten sin på college.,Jeg vet om noen som tok med,i rumpa på deg?,Før han stikker termometeret,"Det er jo yndlingspasienten min! """""
1489,Hei.,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.,suttekluten sin på college.,Jeg vet om noen som tok med,i rumpa på deg?,Før han stikker termometeret
1490,Jeg håpet å treffe deg.,Hei.,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.,suttekluten sin på college.,Jeg vet om noen som tok med,i rumpa på deg?
1491,-Kan vi prate sammen?,Jeg håpet å treffe deg.,Hei.,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.,suttekluten sin på college.,Jeg vet om noen som tok med
1492,-Ja da.,-Kan vi prate sammen?,Jeg håpet å treffe deg.,Hei.,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.,suttekluten sin på college.
1493,Beklager.,-Ja da.,-Kan vi prate sammen?,Jeg håpet å treffe deg.,Hei.,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!,Det var en veggdekorasjon.
1494,Jeg er så flau.,Beklager.,-Ja da.,-Kan vi prate sammen?,Jeg håpet å treffe deg.,Hei.,Unnskyld meg.,Den tilbrakte ikke mye tid på veggen!
1495,Jeg er en grei fyr.,Jeg er så flau.,Beklager.,-Ja da.,-Kan vi prate sammen?,Jeg håpet å treffe deg.,Hei.,Unnskyld meg.
1496,Bare spør tilsynsføreren min.,Jeg er en grei fyr.,Jeg er så flau.,Beklager.,-Ja da.,-Kan vi prate sammen?,Jeg håpet å treffe deg.,Hei.
1497,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.,Jeg er en grei fyr.,Jeg er så flau.,Beklager.,-Ja da.,-Kan vi prate sammen?,Jeg håpet å treffe deg.
1498,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.,Jeg er en grei fyr.,Jeg er så flau.,Beklager.,-Ja da.,-Kan vi prate sammen?
1499,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.,Jeg er en grei fyr.,Jeg er så flau.,Beklager.,-Ja da.
1500,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.,Jeg er en grei fyr.,Jeg er så flau.,Beklager.
1501,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.,Jeg er en grei fyr.,Jeg er så flau.
1502,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.,Jeg er en grei fyr.
1503,Det er sant.,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.,Bare spør tilsynsføreren min.
1504,Er noe av det andre du sa sant?,Det er sant.,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?,Men jeg er tydeligvis ikke morsom.
1505,Jeg heter Mike.,Er noe av det andre du sa sant?,Det er sant.,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.,-Hvorfor ble du med på det?
1506,Og jeg spiller piano.,Jeg heter Mike.,Er noe av det andre du sa sant?,Det er sant.,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.,-Jeg ble lovet en gratis middag.
1507,-Bevis det.,Og jeg spiller piano.,Jeg heter Mike.,Er noe av det andre du sa sant?,Det er sant.,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.,Noe jeg ikke fikk.
1508,-Det er ikke noe piano her.,-Bevis det.,Og jeg spiller piano.,Jeg heter Mike.,Er noe av det andre du sa sant?,Det er sant.,Noe jeg gjorde.,Og at jeg ville møte ei pen jente.
1509,Det ville ikke hindret,-Det er ikke noe piano her.,-Bevis det.,Og jeg spiller piano.,Jeg heter Mike.,Er noe av det andre du sa sant?,Det er sant.,Noe jeg gjorde.
1510,en ekte pianist.,Det ville ikke hindret,-Det er ikke noe piano her.,-Bevis det.,Og jeg spiller piano.,Jeg heter Mike.,Er noe av det andre du sa sant?,Det er sant.
1511,Du er veldig god!,en ekte pianist.,Det ville ikke hindret,-Det er ikke noe piano her.,-Bevis det.,Og jeg spiller piano.,Jeg heter Mike.,Er noe av det andre du sa sant?
1512,-Jeg spiller litt gitar selv.,Du er veldig god!,en ekte pianist.,Det ville ikke hindret,-Det er ikke noe piano her.,-Bevis det.,Og jeg spiller piano.,Jeg heter Mike.
1513,-Så flott!,-Jeg spiller litt gitar selv.,Du er veldig god!,en ekte pianist.,Det ville ikke hindret,-Det er ikke noe piano her.,-Bevis det.,Og jeg spiller piano.
1514,-Hva slags musikk spiller du?,-Så flott!,-Jeg spiller litt gitar selv.,Du er veldig god!,en ekte pianist.,Det ville ikke hindret,-Det er ikke noe piano her.,-Bevis det.
1515,-Akustisk folk.,-Hva slags musikk spiller du?,-Så flott!,-Jeg spiller litt gitar selv.,Du er veldig god!,en ekte pianist.,Det ville ikke hindret,-Det er ikke noe piano her.
1516,Men nå holder jeg på med,-Akustisk folk.,-Hva slags musikk spiller du?,-Så flott!,-Jeg spiller litt gitar selv.,Du er veldig god!,en ekte pianist.,Det ville ikke hindret
1517,et par coverlåter av lron Maiden.,Men nå holder jeg på med,-Akustisk folk.,-Hva slags musikk spiller du?,-Så flott!,-Jeg spiller litt gitar selv.,Du er veldig god!,en ekte pianist.
1518,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.,Men nå holder jeg på med,-Akustisk folk.,-Hva slags musikk spiller du?,-Så flott!,-Jeg spiller litt gitar selv.,Du er veldig god!
1519,Det er greit.,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.,Men nå holder jeg på med,-Akustisk folk.,-Hva slags musikk spiller du?,-Så flott!,-Jeg spiller litt gitar selv.
1520,Bare be meg ut.,Det er greit.,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.,Men nå holder jeg på med,-Akustisk folk.,-Hva slags musikk spiller du?,-Så flott!
1521,Tror du at jeg kunne,Bare be meg ut.,Det er greit.,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.,Men nå holder jeg på med,-Akustisk folk.,-Hva slags musikk spiller du?
1522,få be deg ut en gang?,Tror du at jeg kunne,Bare be meg ut.,Det er greit.,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.,Men nå holder jeg på med,-Akustisk folk.
1523,Nå ble jeg veldig overrasket!,få be deg ut en gang?,Tror du at jeg kunne,Bare be meg ut.,Det er greit.,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.,Men nå holder jeg på med
1524,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!,få be deg ut en gang?,Tror du at jeg kunne,Bare be meg ut.,Det er greit.,Tror du at jeg kanskje kunne. . .,et par coverlåter av lron Maiden.
1525,Ser man det!,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!,få be deg ut en gang?,Tror du at jeg kunne,Bare be meg ut.,Det er greit.,Tror du at jeg kanskje kunne. . .
1526,Mine to beste venner.,Ser man det!,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!,få be deg ut en gang?,Tror du at jeg kunne,Bare be meg ut.,Det er greit.
1527,"Jeg vil ikke mase, men babyen",Mine to beste venner.,Ser man det!,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!,få be deg ut en gang?,Tror du at jeg kunne,Bare be meg ut.
1528,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen",Mine to beste venner.,Ser man det!,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!,få be deg ut en gang?,Tror du at jeg kunne
1529,Legen kommer snart.,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen",Mine to beste venner.,Ser man det!,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!,få be deg ut en gang?
1530,Jeg kan ikke finne Waldo.,Legen kommer snart.,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen",Mine to beste venner.,Ser man det!,"Ja, det ville vært fint.",Nå ble jeg veldig overrasket!
1531,På sirkuset?,Jeg kan ikke finne Waldo.,Legen kommer snart.,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen",Mine to beste venner.,Ser man det!,"Ja, det ville vært fint."
1532,Han står bak elefanten.,På sirkuset?,Jeg kan ikke finne Waldo.,Legen kommer snart.,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen",Mine to beste venner.,Ser man det!
1533,Så ungen din,Han står bak elefanten.,På sirkuset?,Jeg kan ikke finne Waldo.,Legen kommer snart.,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen",Mine to beste venner.
1534,liker også Waldo-bøkene?,Så ungen din,Han står bak elefanten.,På sirkuset?,Jeg kan ikke finne Waldo.,Legen kommer snart.,med utslett kom inn etter meg.,"Jeg vil ikke mase, men babyen"
